_id,operator_registration_number,postal_code,ward_number,ward_name
1809113,STR-2210-JDFRVM,M6H,9.0,Davenport
1809114,STR-2210-FJQDVB,M6J,9.0,Davenport
1809115,STR-2210-FRWDVC,M6M,5.0,York South-Weston
1809116,STR-2210-GHJDVF,M1J,21.0,Scarborough Centre
1809117,STR-2210-GQQDVG,M5V,10.0,Spadina-Fort York
1809118,STR-2210-HGCDVJ,M6K,10.0,Spadina-Fort York
1809119,STR-2210-HPJDVK,M4E,19.0,Beaches-East York
1809120,STR-2210-HWQDVL,M5J,10.0,Spadina-Fort York
1809121,STR-2210-JDWDVM,M2J,17.0,Don Valley North
1809122,STR-2210-FSLRVC,M5J,10.0,Spadina-Fort York
1809123,STR-2210-GHYRVF,M1R,21.0,Scarborough Centre
1809124,STR-2210-GRFRVG,M8V,3.0,Etobicoke-Lakeshore
1809125,STR-2210-GYLRVH,M4L,19.0,Beaches-East York
1809126,STR-2210-HGSRVJ,M9W,1.0,Etobicoke North
1809127,STR-2210-HPYRVK,M9V,1.0,Etobicoke North
1809128,STR-2210-JFLRVM,M3N,7.0,Humber River-Black Creek
1809129,STR-2210-FKWDVB,M6A,8.0,Eglinton-Lawrence
1809130,STR-2210-FTCDVC,M4C,19.0,Beaches-East York
1809131,STR-2210-GJQDVF,M3L,7.0,Humber River-Black Creek
1809132,STR-2210-GZCDVH,M2L,15.0,Don Valley West
1809133,STR-2210-HHJDVJ,M6J,9.0,Davenport
1809134,STR-2210-HQQDVK,M9M,7.0,Humber River-Black Creek
1809135,STR-2210-HXWDVL,M6G,11.0,University-Rosedale
1809136,STR-2210-JGCDVM,M9R,1.0,Etobicoke North
1809137,STR-2210-FLLRVB,M5V,10.0,Spadina-Fort York
1809138,STR-2210-GKFRVF,M6N,9.0,Davenport
1809139,STR-2210-GSLRVG,M5V,10.0,Spadina-Fort York
1809140,STR-2210-GZSRVH,M6J,9.0,Davenport
1809141,STR-2210-HHYRVJ,M4S,12.0,Toronto-St. Paul's
1809142,STR-2210-HYLRVL,M5V,10.0,Spadina-Fort York
1809143,STR-2210-JGSRVM,M5J,10.0,Spadina-Fort York
1809144,STR-2210-FDXKVB,M4G,15.0,Don Valley West
1809145,STR-2210-FMDKVC,M6K,10.0,Spadina-Fort York
1809146,STR-2210-FVKKVD,M6J,9.0,Davenport
1809147,STR-2210-GTDKVH,M5V,10.0,Spadina-Fort York
1809148,STR-2210-HBKKVJ,M5V,10.0,Spadina-Fort York
1809149,STR-2210-HJRKVK,M5A,10.0,Spadina-Fort York
1809150,STR-2210-HRXKVL,M4Y,13.0,Toronto Centre
1809151,STR-2210-HZDKVM,M6K,4.0,Parkdale-High Park
1809152,STR-2210-FMTXVC,M6P,9.0,Davenport
1809153,STR-2210-FVZXVD,M6G,11.0,University-Rosedale
1809154,STR-2210-GDGXVF,M4J,14.0,Toronto-Danforth
1809155,STR-2210-GLMXVG,M6H,9.0,Davenport
1809156,STR-2210-GTTXVH,M5A,13.0,Toronto Centre
1809157,STR-2210-HBZXVJ,M6H,9.0,Davenport
1809158,STR-2210-HKGXVK,M5T,10.0,Spadina-Fort York
1809159,STR-2210-HSMXVL,M8Y,3.0,Etobicoke-Lakeshore
1809160,STR-2210-HZTXVM,M1H,24.0,Scarborough-Guildwood
1809161,STR-2210-FPKKVC,M8Y,3.0,Etobicoke-Lakeshore
1809162,STR-2210-FWRKVD,M5E,13.0,Toronto Centre
1809163,STR-2210-GDXKVF,M1R,21.0,Scarborough Centre
1809164,STR-2210-GMDKVG,M9C,2.0,Etobicoke Centre
1809165,STR-2210-GVKKVH,M9C,2.0,Etobicoke Centre
1809166,STR-2210-HCRKVJ,M5T,11.0,University-Rosedale
1809167,STR-2210-HKXKVK,M9W,1.0,Etobicoke North
1809168,STR-2210-JBKKVM,M4C,19.0,Beaches-East York
1809169,STR-2210-FGTXVB,M6P,9.0,Davenport
1809170,STR-2210-FPZXVC,M4J,14.0,Toronto-Danforth
1809171,STR-2210-GFMXVF,M6J,10.0,Spadina-Fort York
1809172,STR-2210-GVZXVH,M5J,10.0,Spadina-Fort York
1809173,STR-2210-HDGXVJ,M4C,14.0,Toronto-Danforth
1809174,STR-2210-HLMXVK,M3H,6.0,York Centre
1809175,STR-2210-HTTXVL,M4J,14.0,Toronto-Danforth
1809176,STR-2210-JBZXVM,M2P,15.0,Don Valley West
1809177,STR-2210-FXXKVD,M5E,10.0,Spadina-Fort York
1809178,STR-2210-GGDKVF,M5V,10.0,Spadina-Fort York
1809179,STR-2210-GPKKVG,M5V,10.0,Spadina-Fort York
1809180,STR-2210-HDXKVJ,M6J,10.0,Spadina-Fort York
1809181,STR-2210-HMDKVK,M4J,14.0,Toronto-Danforth
1809182,STR-2210-JCRKVM,M2J,17.0,Don Valley North
1809183,STR-2210-FHZXVB,M5V,10.0,Spadina-Fort York
1809184,STR-2210-FRGXVC,M6E,9.0,Davenport
1809185,STR-2210-FYMXVD,M4S,12.0,Toronto-St. Paul's
1809186,STR-2210-GPZXVG,M5T,11.0,University-Rosedale
1809187,STR-2210-GXGXVH,M5G,11.0,University-Rosedale
1809188,STR-2210-HFMXVJ,M2K,17.0,Don Valley North
1809189,STR-2210-HMTXVK,M6S,4.0,Parkdale-High Park
1809190,STR-2210-JDGXVM,M4Y,11.0,University-Rosedale
1809191,STR-2210-FRXKVC,M2N,18.0,Willowdale
1809192,STR-2210-FZDKVD,M5V,10.0,Spadina-Fort York
1809193,STR-2210-GHKKVF,M5T,10.0,Spadina-Fort York
1809194,STR-2210-GXXKVH,M2M,18.0,Willowdale
1809195,STR-2210-HGDKVJ,M9A,3.0,Etobicoke-Lakeshore
1809196,STR-2210-HPKKVK,M6E,9.0,Davenport
1809197,STR-2210-HWRKVL,M6K,4.0,Parkdale-High Park
1809198,STR-2210-JDXKVM,M1L,20.0,Scarborough Southwest
1809199,STR-2210-FKGXVB,M6J,10.0,Spadina-Fort York
1809200,STR-2210-FSMXVC,M5T,10.0,Spadina-Fort York
1809201,STR-2210-FZTXVD,M5V,10.0,Spadina-Fort York
1809202,STR-2210-GHZXVF,M6C,12.0,Toronto-St. Paul's
1809203,STR-2210-GRGXVG,M3A,16.0,Don Valley East
1809204,STR-2210-GYMXVH,M8W,3.0,Etobicoke-Lakeshore
1809205,STR-2210-HGTXVJ,M8W,3.0,Etobicoke-Lakeshore
1809206,STR-2210-HXGXVL,M5V,10.0,Spadina-Fort York
1809207,STR-2210-JFMXVM,M6R,4.0,Parkdale-High Park
1809208,STR-2210-FKXKVB,M6H,9.0,Davenport
1809209,STR-2210-FTDKVC,M5V,10.0,Spadina-Fort York
1809210,STR-2210-GBKKVD,M8W,3.0,Etobicoke-Lakeshore
1809211,STR-2210-GRXKVG,M5J,10.0,Spadina-Fort York
1809212,STR-2210-HHKKVJ,M5V,10.0,Spadina-Fort York
1809213,STR-2210-HQRKVK,M6E,9.0,Davenport
1809214,STR-2210-HXXKVL,M5V,10.0,Spadina-Fort York
1809215,STR-2210-FLMXVB,M4Y,13.0,Toronto Centre
1809216,STR-2210-FTTXVC,M6K,10.0,Spadina-Fort York
1809217,STR-2210-GBZXVD,M6M,5.0,York South-Weston
